chr	probe_start	probe_end	TargetID	DesignName	side	gene_name
chr19	18263769	18263889	PIK3R2:18263987:NM_005027_refseq	Design4_Design5	L	PIK3R2
chr19	18264537	18264657	PIK3R2:18263987:NM_005027_refseq	Design4_Design5	R	PIK3R2
chr19	18283468	18283588	IFI30:18284589:NM_006332_refseq	Design4_Design5	L	IFI30
chr19	18285221	18285341	IFI30:18284589:NM_006332_refseq	Design4_Design5	R	IFI30
chr19	18303526	18303646	MPV17L2:18304039:NM_032683_refseq	Design4_Design5	L	MPV17L2
chr19	18304118	18304238	MPV17L2:18304039:NM_032683_refseq	Design4_Design5	R	MPV17L2
chr19	18314530	18314650	RAB3A:18314874:NM_002866_refseq	Design4_Design5	L	RAB3A
chr19	18315893	18316013	RAB3A:18314874:NM_002866_refseq	Design4_Design5	R	RAB3A
chr19	18335584	18335704	PDE4C:18335303:NM_001098819_refseq	Design4_Design5	R	PDE4C
chr19	18335839	18335959	PDE4C:18337285:NM_001098818_refseq	Design4_Design5	L	PDE4C
chr19	18358438	18358558	PDE4C:18359010:NM_000923_refseq	Design4_Design5	L	PDE4C
chr19	18359412	18359532	PDE4C:18359010:NM_000923_refseq	Design4_Design5	R	PDE4C
chr19	18385868	18385988	KIAA1683:18385319:NM_001145304_refseq	Design4_Design5	R	KIAA1683
chr19	18390710	18390830	JUND:18392466:NM_001286968_refseq__MIR3188:18392886:NR_036155_refseq	Design4_Design5	L	JUND
chr19	18393448	18393568	JUND:18392466:NM_001286968_refseq__MIR3188:18392886:NR_036155_refseq	Design4_Design5	R	JUND
chr19	18433767	18433887	LSM4:18434001:NM_001252129_refseq	Design4_Design5	L	LSM4
chr19	18452246	18452366	PGPEP1:18451396:NM_001300927_refseq	Design4_Design5	R	PGPEP1
chr19	18496818	18496938	MIR3189:18497371:NR_036156_refseq	Design4_Design5	L	MIR3189
chr19	18508122	18508242	LRRC25:18508415:NM_145256_refseq	Design4_Design5	L	LRRC25
chr19	18508531	18508651	LRRC25:18508415:NM_145256_refseq	Design4_Design5	R	LRRC25
chr19	18530739	18530859	SSBP4:18530145:NM_001009998_refseq	Design4_Design5	R	SSBP4
chr19	18547717	18547837	ISYNA1:18549111:NM_001170938_refseq	Design4_Design5	L	ISYNA1
chr19	18567084	18567204	rs731945:18567039:rs731945_All_gwas	Design4_Design5	R	rs731945
chr19	18632255	18632375	ELL:18632937:NM_006532_refseq	Design4_Design5	L	ELL
chr19	18633186	18633306	ELL:18632937:NM_006532_refseq	Design4_Design5	R	ELL
chr19	18653900	18654020	FKBP8:18654383:NM_012181_refseq	Design4_Design5	L	FKBP8
chr19	18654973	18655093	FKBP8:18654383:NM_012181_refseq	Design4_Design5	R	FKBP8
chr19	18668809	18668929	KXD1:18668571:NM_001171948_refseq	Design4_Design5	R	KXD1
chr19	18682851	18682971	UBA52:18682613:NM_001033930_refseq	Design4_Design5	R	UBA52
chr19	18700647	18700767	C19orf60:18699494:NM_001100418_refseq	Design4_Design5	R	C19orf60
chr19	18717079	18717199	CRLF1:18717660:NM_004750_refseq	Design4_Design5	L	CRLF1
chr19	18723500	18723620	TMEM59L:18723681:NM_012109_refseq	Design4_Design5	L	TMEM59L
chr19	18723863	18723983	TMEM59L:18723681:NM_012109_refseq	Design4_Design5	R	TMEM59L
chr19	18747154	18747274	KLHL26:18747837:NM_018316_refseq	Design4_Design5	L	KLHL26
chr19	18748745	18748865	KLHL26:18747837:NM_018316_refseq	Design4_Design5	R	KLHL26
chr19	18794145	18794265	CRTC1:18794424:NM_001098482_refseq	Design4_Design5	L	CRTC1
chr19	18795172	18795292	CRTC1:18794424:NM_001098482_refseq	Design4_Design5	R	CRTC1
chr19	18901925	18902045	COMP:18902114:NM_000095_refseq	Design4_Design5	L	COMP
chr19	18902658	18902778	COMP:18902114:NM_000095_refseq	Design4_Design5	R	COMP
chr19	18943959	18944079	UPF1:18942743:NM_001297549_refseq	Design4_Design5	R	UPF1
chr19	19005233	19005353	CERS1:19007536:NM_001290265_refseq__GDF1:19006953:NM_001492_refseq	Design4_Design5	L	CERS1
chr19	19007706	19007826	CERS1:19007536:NM_001290265_refseq__GDF1:19006953:NM_001492_refseq	Design4_Design5	R	CERS1
chr19	19032370	19032490	DDX49:19030483:NM_019070_refseq	Design4_Design5	R	DDX49
chr19	19051087	19051207	HOMER3:19050444:NM_001145724_refseq	Design4_Design5	R	HOMER3
chr19	19051282	19051402	HOMER3:19052041:NM_001145721_refseq	Design4_Design5	L	HOMER3
chr19	19143423	19143543	ARMC6:19144386:NM_001199196_refseq__SUGP2:19144380:NM_001017392_refseq	Design4_Design5	L	ARMC6
chr19	19146237	19146357	ARMC6:19144386:NM_001199196_refseq__SUGP2:19144380:NM_001017392_refseq	Design4_Design5	R	ARMC6
chr19	19173321	19173441	SLC25A42:19174802:NM_178526_refseq	Design4_Design5	L	SLC25A42
chr19	19175529	19175649	SLC25A42:19174802:NM_178526_refseq	Design4_Design5	R	SLC25A42
chr19	19248958	19249078	TMEM161A:19249310:NM_001256766_refseq	Design4_Design5	L	TMEM161A
chr19	19249322	19249442	TMEM161A:19249310:NM_001256766_refseq	Design4_Design5	R	TMEM161A
chr19	19278776	19278896	MEF2B:19281098:NM_001145785_refseq	Design4_Design5	L	MEF2B
chr19	19281191	19281311	MEF2B:19281098:NM_001145785_refseq	Design4_Design5	R	MEF2B
chr19	19303661	19303781	MEF2BNB:19303400:NM_001145783_refseq__MEF2BNB-MEF2B:19303400:NM_005919_refseq__RFXANK:19303007:NM_001278727_refseq	Design4_Design5	R	MEF2BNB
chr19	19314080	19314200	NR2C2AP:19314238:NM_001300945_refseq	Design4_Design5	L	NR2C2AP
chr19	19320448	19320568	NCAN:19322781:NM_004386_refseq	Design4_Design5	L	NCAN
chr19	19323240	19323360	NCAN:19322781:NM_004386_refseq	Design4_Design5	R	NCAN
chr19	19372599	19372719	HAPLN4:19373596:NM_023002_refseq	Design4_Design5	L	HAPLN4
chr19	19375089	19375209	HAPLN4:19373596:NM_023002_refseq	Design4_Design5	R	HAPLN4
chr19	19383378	19383498	TM6SF2:19384074:NM_001001524_refseq	Design4_Design5	L	TM6SF2
chr19	19384373	19384493	TM6SF2:19384074:NM_001001524_refseq	Design4_Design5	R	TM6SF2
chr19	19407930	19408050	rs10401969:19407718:rs10401969_Cholesterol,_total_gwas	Design4_Design5	R	rs10401969
chr19	19431174	19431294	MAU2:19431629:NM_015329_refseq__SUGP1:19431321:NM_172231_refseq	Design4_Design5	L	MAU2
chr19	19431875	19431995	MAU2:19431629:NM_015329_refseq	Design4_Design5	R	MAU2
chr19	19496228	19496348	GATAD2A:19496641:NM_017660_refseq	Design4_Design5	L	GATAD2A
chr19	19497149	19497269	GATAD2A:19496641:NM_017660_refseq	Design4_Design5	R	GATAD2A
chr19	19546644	19546764	MIR640:19545871:NR_030370_refseq	Design4_Design5	R	MIR640
chr19	19575786	19575906	GATAD2A:19576148:NM_001300946_refseq	Design4_Design5	L	GATAD2A
chr19	19576672	19576792	GATAD2A:19576148:NM_001300946_refseq	Design4_Design5	R	GATAD2A
chr19	19625879	19625999	NDUFA13:19627018:NM_015965_refseq__TSSK6:19626469:NM_032037_refseq	Design4_Design5	L	NDUFA13
chr19	19627144	19627264	NDUFA13:19627018:NM_015965_refseq__TSSK6:19626469:NM_032037_refseq	Design4_Design5	R	NDUFA13
chr19	19639141	19639261	YJEFN3:19639669:NM_001190328_refseq	Design4_Design5	L	YJEFN3
chr19	19640220	19640340	YJEFN3:19639669:NM_001190328_refseq	Design4_Design5	R	YJEFN3
chr19	19648764	19648884	CILP2:19649073:NM_153221_refseq	Design4_Design5	L	CILP2
chr19	19649244	19649364	CILP2:19649073:NM_153221_refseq	Design4_Design5	R	CILP2
chr19	19658236	19658356	rs16996148:19658472:rs16996148_LDL_cholesterol_gwas	Design4_Design5	L	rs16996148
chr19	19659653	19659773	rs16996148:19658472:rs16996148_LDL_cholesterol_gwas	Design4_Design5	R	rs16996148
chr19	19729860	19729980	PBX4:19729725:NM_025245_refseq	Design4_Design5	R	PBX4
chr19	19738803	19738923	LPAR2:19739039:NM_004720_refseq	Design4_Design5	L	LPAR2
chr19	19739317	19739437	LPAR2:19739039:NM_004720_refseq	Design4_Design5	R	LPAR2
chr19	19754189	19754309	GMIP:19754476:NM_001288998_refseq	Design4_Design5	L	GMIP
chr19	19754529	19754649	GMIP:19754476:NM_001288998_refseq	Design4_Design5	R	GMIP
chr19	19774186	19774306	ATP13A1:19774503:NM_020410_refseq	Design4_Design5	L	ATP13A1
chr19	19778461	19778581	ZNF101:19778961:NM_001300949_refseq	Design4_Design5	L	ZNF101
chr19	19779904	19780024	ZNF101:19778961:NM_001300949_refseq	Design4_Design5	R	ZNF101
chr19	19787252	19787372	rs2304130:19789528:rs2304130_Cholesterol,_total_gwas	Design4_Design5	L	rs2304130
chr19	19790067	19790187	rs2304130:19789528:rs2304130_Cholesterol,_total_gwas	Design4_Design5	R	rs2304130
chr19	19843462	19843582	ZNF14:19843921:NM_021030_refseq	Design4_Design5	L	ZNF14
chr19	19886697	19886817	LINC00663:19887222:NR_026956_refseq	Design4_Design5	L	LINC00663
chr19	19887411	19887531	LINC00663:19887222:NR_026956_refseq	Design4_Design5	R	LINC00663
chr19	19932581	19932701	ZNF506:19932560:NM_001099269_refseq	Design4_Design5	R	ZNF506
chr19	19976537	19976657	ZNF253:19976713:NM_021047_refseq	Design4_Design5	L	ZNF253
chr19	19976947	19977067	ZNF253:19976713:NM_021047_refseq	Design4_Design5	R	ZNF253
chr19	20011741	20011861	ZNF93:20011721:NM_031218_refseq	Design4_Design5	R	ZNF93
chr19	20013427	20013547	ZNF93:20011721:NM_031218_refseq	Design4_Design5	R	ZNF93
chr19	20150003	20150123	ZNF682:20150277:NM_001077349_refseq	Design4_Design5	L	ZNF682
chr19	20150327	20150447	ZNF682:20150277:NM_001077349_refseq	Design4_Design5	R	ZNF682
chr19	20188673	20188793	ZNF90:20188802:NM_007138_refseq	Design4_Design5	L	ZNF90
chr19	20277883	20278003	ZNF486:20278022:NM_052852_refseq	Design4_Design5	L	ZNF486
chr19	20607629	20607749	ZNF826P:20607771:NR_036455_refseq	Design4_Design5	L	ZNF826P
chr19	20748483	20748603	ZNF737:20748626:NM_001159293_refseq	Design4_Design5	L	ZNF737
chr19	20844287	20844407	rs3853383:20844531:rs3853383_HepG2_C_gwas	Design4_Design5	L	rs3853383
chr19	21105922	21106042	ZNF85:21106058:NM_001256171_refseq	Design4_Design5	L	ZNF85
chr19	21201535	21201655	ZNF430:21203425:NM_001172671_refseq	Design4_Design5	L	ZNF430
chr19	21203449	21203569	ZNF430:21203425:NM_001172671_refseq	Design4_Design5	R	ZNF430
chr19	21263462	21263582	ZNF714:21264952:NM_182515_refseq	Design4_Design5	L	ZNF714
chr19	21264995	21265115	ZNF714:21264952:NM_182515_refseq	Design4_Design5	R	ZNF714
chr19	21323941	21324061	ZNF431:21324839:NM_133473_refseq	Design4_Design5	L	ZNF431
chr19	21512050	21512170	ZNF708:21512241:NM_001297560_refseq	Design4_Design5	L	ZNF708
chr19	21578281	21578401	ZNF493:21579920:NM_001076678_refseq	Design4_Design5	L	ZNF493
chr19	21581264	21581384	ZNF493:21579920:NM_001076678_refseq	Design4_Design5	R	ZNF493
chr19	21665684	21665804	LINC00664:21666516:NR_037194_refseq	Design4_Design5	L	LINC00664
chr19	21687199	21687319	ZNF429:21688436:NM_001001415_refseq	Design4_Design5	L	ZNF429
chr19	21950267	21950387	ZNF100:21950430:NM_173531_refseq	Design4_Design5	L	ZNF100
chr19	22018877	22018997	ZNF43:22019010:NM_001256654_refseq	Design4_Design5	L	ZNF43
chr19	22019737	22019857	ZNF43:22019010:NM_001256654_refseq	Design4_Design5	R	ZNF43
chr19	22034436	22034556	ZNF43:22034870:NM_001256648_refseq	Design4_Design5	L	ZNF43
chr19	22037074	22037194	ZNF43:22034870:NM_001256648_refseq	Design4_Design5	R	ZNF43
chr19	22233599	22233719	ZNF257:22235265:NM_033468_refseq	Design4_Design5	L	ZNF257
chr19	22235277	22235397	ZNF257:22235265:NM_033468_refseq	Design4_Design5	R	ZNF257
chr19	22381172	22381292	ZNF676:22379753:NM_001001411_refseq	Design4_Design5	R	ZNF676
chr19	22469108	22469228	ZNF729:22469251:NM_001242680_refseq	Design4_Design5	L	ZNF729
chr19	22603014	22603134	ZNF98:22605148:NM_001098626_refseq	Design4_Design5	L	ZNF98
chr19	22714926	22715046	LINC01233:22715427:NR_110663_refseq	Design4_Design5	L	LINC01233
chr19	22715787	22715907	LINC01233:22715427:NR_110663_refseq	Design4_Design5	R	LINC01233
chr19	22778397	22778517	GOLGA2P9:22779058:NR_033899_refseq	Design4_Design5	L	GOLGA2P9
chr19	22779314	22779434	GOLGA2P9:22779058:NR_033899_refseq	Design4_Design5	R	GOLGA2P9
chr19	22815603	22815723	ZNF492:22817125:NM_020855_refseq	Design4_Design5	L	ZNF492
chr19	22818295	22818415	ZNF492:22817125:NM_020855_refseq	Design4_Design5	R	ZNF492
chr19	22968039	22968159	ZNF99:22966973:NM_001080409_refseq	Design4_Design5	R	ZNF99
chr19	23299576	23299696	ZNF730:23299776:NM_001277403_refseq	Design4_Design5	L	ZNF730
chr19	23299818	23299938	ZNF730:23299776:NM_001277403_refseq	Design4_Design5	R	ZNF730
chr19	23430887	23431007	ZNF724P:23433172:NR_045525_refseq	Design4_Design5	L	ZNF724P
chr19	23458484	23458604	IPO5P1:23457053:NR_103741_refseq	Design4_Design5	R	IPO5P1
chr19	23458556	23458676	IPO5P1:23457053:NR_103741_refseq	Design4_Design5	R	IPO5P1
chr19	23869872	23869992	ZNF675:23870017:NM_138330_refseq	Design4_Design5	L	ZNF675
chr19	23870886	23871006	ZNF675:23870017:NM_138330_refseq	Design4_Design5	R	ZNF675
chr19	23940482	23940602	ZNF681:23941693:NM_138286_refseq	Design4_Design5	L	ZNF681
chr19	23941710	23941830	ZNF681:23941693:NM_138286_refseq	Design4_Design5	R	ZNF681
chr19	24216245	24216365	ZNF254:24216206:NM_001278661_refseq	Design4_Design5	R	ZNF254
chr19	24269979	24270099	ZNF254:24269961:NM_001278662_refseq	Design4_Design5	R	ZNF254
chr19	24344594	24344714	HAVCR1P1:24346249:NR_003603_refseq	Design4_Design5	L	HAVCR1P1
chr19	24348266	24348386	HAVCR1P1:24346249:NR_003603_refseq	Design4_Design5	R	HAVCR1P1
chr19	28284521	28284641	LINC00662:28284848:NR_027301_refseq	Design4_Design5	L	LINC00662
chr19	28286620	28286740	LINC00662:28284848:NR_027301_refseq	Design4_Design5	R	LINC00662
chr19	29336313	29336433	RF6266836_Intergen_L1:29336932:RF6266836_Intergen_L1_intergenic_negctrls	Design4_Design5	L	RF6266836_Intergen_L1
chr19	29457221	29457341	LINC00906:29456037:NR_027318_refseq	Design4_Design5	R	LINC00906
chr19	29493241	29493361	LINC01532:29493461:NR_040036_refseq	Design4_Design5	L	LINC01532
chr19	29494639	29494759	LINC01532:29493461:NR_040036_refseq	Design4_Design5	R	LINC01532
chr19	29702588	29702708	UQCRFS1:29704136:NM_006003_refseq	Design4_Design5	L	UQCRFS1
chr19	29704150	29704270	UQCRFS1:29704136:NM_006003_refseq	Design4_Design5	R	UQCRFS1
chr19	30017192	30017312	VSTM2B:30017490:NM_001146339_refseq	Design4_Design5	L	VSTM2B
chr19	30019158	30019278	VSTM2B:30017490:NM_001146339_refseq	Design4_Design5	R	VSTM2B
chr19	30096895	30097015	POP4:30097169:NM_006627_refseq	Design4_Design5	L	POP4
chr19	30097428	30097548	POP4:30097169:NM_006627_refseq	Design4_Design5	R	POP4
chr19	30154271	30154391	PLEKHF1:30156326:NM_024310_refseq	Design4_Design5	L	PLEKHF1
chr19	30156655	30156775	PLEKHF1:30156326:NM_024310_refseq	Design4_Design5	R	PLEKHF1
chr19	30206445	30206565	C19orf12:30206696:NM_001031726_refseq	Design4_Design5	L	C19orf12
chr19	30303680	30303800	CCNE1:30302900:NM_001238_refseq	Design4_Design5	R	CCNE1
chr19	30414364	30414484	URI1:30414550:NM_001252641_refseq	Design4_Design5	L	URI1
chr19	30415222	30415342	URI1:30414550:NM_001252641_refseq	Design4_Design5	R	URI1
chr19	30431986	30432106	URI1:30433145:NM_003796_refseq	Design4_Design5	L	URI1
chr19	30860840	30860960	ZNF536:30863327:NM_014717_refseq	Design4_Design5	L	ZNF536
chr19	30863851	30863971	ZNF536:30863327:NM_014717_refseq	Design4_Design5	R	ZNF536
chr19	31378068	31378188	rs7245959:31379109:rs7245959_All_gwas	Design4_Design5	L	rs7245959
chr19	31839175	31839295	TSHZ3:31840190:NM_020856_refseq	Design4_Design5	L	TSHZ3
chr19	31841183	31841303	TSHZ3:31840190:NM_020856_refseq	Design4_Design5	R	TSHZ3
chr19	31960017	31960137	RF6273288_Intergen_L1:31959135:RF6273288_Intergen_L1_intergenic_negctrls	Design4_Design5	R	RF6273288_Intergen_L1
chr19	32081615	32081735	THEG5:32083186:NM_001205273_refseq	Design4_Design5	L	THEG5
chr19	32083757	32083877	THEG5:32083186:NM_001205273_refseq	Design4_Design5	R	THEG5
chr19	32516523	32516643	LINC01533:32516767:NR_110673_refseq	Design4_Design5	L	LINC01533
chr19	32518021	32518141	LINC01533:32516767:NR_110673_refseq	Design4_Design5	R	LINC01533
chr19	32835928	32836048	ZNF507:32836513:NM_001136156_refseq	Design4_Design5	L	ZNF507
chr19	32836880	32837000	ZNF507:32836513:NM_001136156_refseq	Design4_Design5	R	ZNF507
chr19	32896414	32896534	DPY19L3:32896654:NM_001172774_refseq	Design4_Design5	L	DPY19L3
chr19	32898391	32898511	DPY19L3:32896654:NM_001172774_refseq	Design4_Design5	R	DPY19L3
chr19	33071940	33072060	PDCD5:33072093:NM_004708_refseq	Design4_Design5	L	PDCD5
chr19	33072397	33072517	PDCD5:33072093:NM_004708_refseq	Design4_Design5	R	PDCD5
chr19	33164318	33164438	ANKRD27:33166102:NM_032139_refseq	Design4_Design5	L	ANKRD27
chr19	33167532	33167652	ANKRD27:33166102:NM_032139_refseq__RGS9BP:33166312:NM_207391_refseq	Design4_Design5	R	ANKRD27
chr19	33182072	33182192	NUDT19:33182866:NM_001105570_refseq	Design4_Design5	L	NUDT19
chr19	33183805	33183925	NUDT19:33182866:NM_001105570_refseq	Design4_Design5	R	NUDT19
chr19	33208625	33208745	TDRD12:33210678:NM_001110822_refseq	Design4_Design5	L	TDRD12
chr19	33211749	33211869	TDRD12:33210678:NM_001110822_refseq	Design4_Design5	R	TDRD12
chr19	33359392	33359512	SLC7A9:33360683:NM_001126335_refseq	Design4_Design5	L	SLC7A9
chr19	33361272	33361392	SLC7A9:33360683:NM_001126335_refseq	Design4_Design5	R	SLC7A9
chr19	33462649	33462769	CEP89:33462935:NM_032816_refseq	Design4_Design5	L	CEP89
chr19	33463066	33463186	CEP89:33462935:NM_032816_refseq	Design4_Design5	R	CEP89
chr19	33555365	33555485	RHPN2:33555824:NM_033103_refseq	Design4_Design5	L	RHPN2
chr19	33556048	33556168	RHPN2:33555824:NM_033103_refseq	Design4_Design5	R	RHPN2
chr19	33572013	33572133	GPATCH1:33571785:NM_018025_refseq	Design4_Design5	R	GPATCH1
chr19	33623102	33623222	WDR88:33622997:NM_173479_refseq	Design4_Design5	R	WDR88
chr19	33667470	33667590	rs10426631:33667943:rs10426631_GM12878_C_gwas	Design4_Design5	L	rs10426631
chr19	33668358	33668478	rs10426631:33667943:rs10426631_GM12878_C_gwas	Design4_Design5	R	rs10426631
chr19	33684704	33684824	LRP3:33685598:NM_002333_refseq	Design4_Design5	L	LRP3
chr19	33686746	33686866	LRP3:33685598:NM_002333_refseq	Design4_Design5	R	LRP3
chr19	33716489	33716609	SLC7A10:33716756:NM_019849_refseq	Design4_Design5	L	SLC7A10
chr19	33717350	33717470	SLC7A10:33716756:NM_019849_refseq	Design4_Design5	R	SLC7A10
chr19	33792840	33792960	CEBPA:33793470:NM_001285829_refseq__CEBPA-AS1:33793762:NR_026887_refseq	Design4_Design5	L	CEBPA
chr19	33793884	33794004	CEBPA:33793470:NM_001285829_refseq__CEBPA-AS1:33793762:NR_026887_refseq	Design4_Design5	R	CEBPA
chr19	33863867	33863987	CEBPG:33864574:NM_001252296_refseq	Design4_Design5	L	CEBPG
chr19	33865132	33865252	CEBPG:33864574:NM_001252296_refseq	Design4_Design5	R	CEBPG
chr19	34011775	34011895	PEPD:34012799:NM_000285_refseq	Design4_Design5	L	PEPD
chr19	34012895	34013015	PEPD:34012799:NM_000285_refseq	Design4_Design5	R	PEPD
chr19	34112364	34112484	CHST8:34112860:NM_001127895_refseq	Design4_Design5	L	CHST8
chr19	34112928	34113048	CHST8:34112860:NM_001127895_refseq	Design4_Design5	R	CHST8
chr19	34174281	34174401	CHST8:34175433:NM_022467_refseq	Design4_Design5	L	CHST8
chr19	34175513	34175633	CHST8:34175433:NM_022467_refseq	Design4_Design5	R	CHST8
chr19	34287288	34287408	KCTD15:34287750:NM_001129994_refseq	Design4_Design5	L	KCTD15
chr19	34287759	34287879	KCTD15:34287750:NM_001129994_refseq	Design4_Design5	R	KCTD15
chr19	34663387	34663507	LSM14A:34663351:NM_001114093_refseq	Design4_Design5	R	LSM14A
chr19	34745260	34745380	KIAA0355:34745455:NM_014686_refseq	Design4_Design5	L	KIAA0355
chr19	34832368	34832488	RF6281445_Exon_L1:34832766:RF6281445_Exon_L1_exon_negctrl	Design4_Design5	L	RF6281445_Exon_L1
chr19	34833069	34833189	RF6281445_Exon_L1:34832766:RF6281445_Exon_L1_exon_negctrl	Design4_Design5	R	RF6281445_Exon_L1
chr19	34853632	34853752	GPI:34855644:NM_000175_refseq	Design4_Design5	L	GPI
chr19	34856737	34856857	GPI:34855644:NM_000175_refseq	Design4_Design5	R	GPI
chr19	34917410	34917530	UBA2:34919267:NM_005499_refseq	Design4_Design5	L	UBA2
chr19	34921367	34921487	UBA2:34919267:NM_005499_refseq	Design4_Design5	R	UBA2
chr19	34972344	34972464	WTIP:34972879:NM_001080436_refseq	Design4_Design5	L	WTIP
chr19	34973079	34973199	WTIP:34972879:NM_001080436_refseq	Design4_Design5	R	WTIP
chr19	35068384	35068504	SCGB1B2P:35068596:NR_027620_refseq	Design4_Design5	L	SCGB1B2P
chr19	35068630	35068750	SCGB1B2P:35068596:NR_027620_refseq	Design4_Design5	R	SCGB1B2P
chr19	35084621	35084741	SCGB2B2:35085490:NM_001025591_refseq	Design4_Design5	L	SCGB2B2
chr19	35136127	35136247	SCGB2B3P:35136777:NR_045208_refseq	Design4_Design5	L	SCGB2B3P
chr19	35136980	35137100	SCGB2B3P:35136777:NR_045208_refseq	Design4_Design5	R	SCGB2B3P
chr19	35167608	35167728	ZNF302:35168543:NM_001012320_refseq	Design4_Design5	L	ZNF302
chr19	35169710	35169830	ZNF302:35168543:NM_001012320_refseq	Design4_Design5	R	ZNF302
chr19	35225114	35225234	ZNF181:35225479:NM_001029997_refseq	Design4_Design5	L	ZNF181
chr19	35225941	35226061	ZNF181:35225479:NM_001029997_refseq	Design4_Design5	R	ZNF181
chr19	35263963	35264083	ZNF599:35264134:NM_001007248_refseq	Design4_Design5	L	ZNF599
chr19	35264950	35265070	ZNF599:35264134:NM_001007248_refseq	Design4_Design5	R	ZNF599
chr19	35316254	35316374	RF6282847_Intron_L1:35314026:RF6282847_Intron_L1_intron_negctrls	Design4_Design5	R	RF6282847_Intron_L1
chr19	35415513	35415633	ZNF30:35417806:NM_001099437_refseq__ZNF30-AS1:35417730:NR_110749_refseq	Design4_Design5	L	ZNF30
chr19	35418029	35418149	ZNF30:35417806:NM_001099437_refseq__ZNF30-AS1:35417730:NR_110749_refseq	Design4_Design5	R	ZNF30
chr19	35454373	35454493	ZNF792:35454953:NM_175872_refseq	Design4_Design5	L	ZNF792
chr19	35454964	35455084	ZNF792:35454953:NM_175872_refseq	Design4_Design5	R	ZNF792
chr19	35491413	35491533	GRAMD1A:35491245:NM_001136199_refseq	Design4_Design5	R	GRAMD1A
chr19	35522481	35522601	SCN1B:35521591:NM_001037_refseq	Design4_Design5	R	SCN1B
chr19	35530123	35530243	HPN:35531409:NM_002151_refseq	Design4_Design5	L	HPN
chr19	35532238	35532358	HPN:35531409:NM_002151_refseq	Design4_Design5	R	HPN
chr19	35595768	35595888	HPN-AS1:35597208:NR_024561_refseq	Design4_Design5	L	HPN-AS1
chr19	35598171	35598291	HPN-AS1:35597208:NR_024561_refseq	Design4_Design5	R	HPN-AS1
chr19	35606287	35606407	FXYD3:35606731:NM_001136007_refseq	Design4_Design5	L	FXYD3
chr19	35607578	35607698	FXYD3:35606731:NM_001136007_refseq	Design4_Design5	R	FXYD3
chr19	35612103	35612223	MIR6887:35613603:NR_106947_refseq	Design4_Design5	L	MIR6887
chr19	35614749	35614869	MIR6887:35613603:NR_106947_refseq	Design4_Design5	R	MIR6887
chr19	35627460	35627580	FXYD1:35629692:NM_001278717_refseq	Design4_Design5	L	FXYD1
chr19	35630660	35630780	FXYD1:35629692:NM_001278717_refseq	Design4_Design5	R	FXYD1
chr19	35633519	35633639	FXYD7:35634153:NM_022006_refseq	Design4_Design5	L	FXYD7
chr19	35645135	35645255	FXYD5:35645624:NM_001164605_refseq	Design4_Design5	L	FXYD5
chr19	35646266	35646386	FXYD5:35645624:NM_001164605_refseq	Design4_Design5	R	FXYD5
chr19	35739437	35739557	LSR:35739558:NM_001260489_refseq	Design4_Design5	L	LSR
chr19	35740035	35740155	LSR:35739558:NM_001260489_refseq	Design4_Design5	R	LSR
chr19	35759560	35759680	USF2:35759895:NM_003367_refseq	Design4_Design5	L	USF2
chr19	35760927	35761047	USF2:35759895:NM_003367_refseq	Design4_Design5	R	USF2
chr19	35773157	35773277	HAMP:35773409:NM_021175_refseq	Design4_Design5	L	HAMP
chr19	35781649	35781769	MAG:35782988:NM_001199216_refseq	Design4_Design5	L	MAG
chr19	35783343	35783463	MAG:35782988:NM_001199216_refseq	Design4_Design5	R	MAG
chr19	35821540	35821660	CD22:35820068:NM_001185099_refseq	Design4_Design5	R	CD22
chr19	35824066	35824186	rs114119930:35826141:rs114119930_GM12878_R_gwas	Design4_Design5	L	rs114119930
chr19	35826922	35827042	rs114119930:35826141:rs114119930_GM12878_R_gwas	Design4_Design5	R	rs114119930
chr19	35835432	35835552	MIR5196:35836415:NR_049828_refseq	Design4_Design5	L	MIR5196
chr19	35836730	35836850	MIR5196:35836415:NR_049828_refseq	Design4_Design5	R	MIR5196
chr19	35842393	35842513	rs1573611:35843708:rs1573611_GM12878_C_gwas	Design4_Design5	L	rs1573611
chr19	35850266	35850386	FFAR3:35849487:NM_005304_refseq	Design4_Design5	R	FFAR3
chr19	35897527	35897647	LINC01531:35896508:NR_040046_refseq	Design4_Design5	R	LINC01531
chr19	35939326	35939446	FFAR2:35940616:NM_005306_refseq	Design4_Design5	L	FFAR2
chr19	35940694	35940814	FFAR2:35940616:NM_005306_refseq	Design4_Design5	R	FFAR2
chr19	35980153	35980273	KRTDAP:35981433:NM_001244847_refseq	Design4_Design5	L	KRTDAP
chr19	35982638	35982758	KRTDAP:35981433:NM_001244847_refseq	Design4_Design5	R	KRTDAP
chr19	35992689	35992809	DMKN:35992813:NM_001035516_refseq	Design4_Design5	L	DMKN
chr19	35993049	35993169	DMKN:35992813:NM_001035516_refseq	Design4_Design5	R	DMKN
chr19	36001149	36001269	DMKN:36001412:NM_001126059_refseq	Design4_Design5	L	DMKN
chr19	36001444	36001564	DMKN:36001412:NM_001126059_refseq	Design4_Design5	R	DMKN
chr19	36019075	36019195	SBSN:36019253:NM_001166034_refseq	Design4_Design5	L	SBSN
chr19	36020101	36020221	SBSN:36019253:NM_001166034_refseq	Design4_Design5	R	SBSN
