name2	name	chrom	strand	txStart	txEnd	probe_id	THP1_nLPS	THP1_wLPS	pval
MIR5692C1	NR_049867	chr3	-	195208644	195208667	NR_049867_refseq	0	0	1
MIR5692C2	NR_049868	chr10	+	99354974	99354995	NR_049868_refseq	0	0	1
MIR5693	NR_049878	chr13	-	51922702	51922775	NR_049878_refseq	0	0	1
MIR5694	NR_049879	chr10	+	122344590	122806858	NR_049879_refseq	0	0	1
MIR5695	NR_049880	chr6	-	126433836	126443762	NR_049880_refseq	11.4853585	0.23871	9.99791E-06
MIR5696	NR_049881	chr2	+	101925911	101925996	NR_049881_refseq	0	0	1
MIR5697	NR_049882	chr1	+	10027438	10027516	NR_049882_refseq	0	0	1
MIR5698	NR_049883	chr14	+	100140218	100140241	NR_049883_refseq	0	0	1
MIR5699	NR_049884	chr10	-	687628	687718	NR_049884_refseq	0	0	1
MIR570	NR_030296	chr3	+	195426271	195426368	NR_030296_refseq	0	0	1
MIR5700	NR_049885	chr12	+	94955564	94955635	NR_049885_refseq	0	0	1
MIR5701-1	NR_049886	chr15	+	21145580	21145662	NR_049886_refseq	0	0	1
MIR5701-1	NR_049886	chr15	+	22156765	22156847	NR_049886_refseq	0	0	1
MIR5701-2	NR_049895	chr15	+	21145580	21145662	NR_049895_refseq	0	0	1
MIR5701-2	NR_049895	chr15	+	22156765	22156847	NR_049895_refseq	0	0	1
MIR5701-3	NR_128721	chr15	+	21145580	21145662	NR_128721_refseq	0	0	1
MIR5701-3	NR_128721	chr15	+	22156765	22156847	NR_128721_refseq	0	0	1
MIR5702	NR_049887	chr2	-	227523425	227523509	NR_049887_refseq	0	0	1
MIR5703	NR_049888	chr2	+	228336847	228336903	NR_049888_refseq	0	0	1
MIR5704	NR_049890	chr3	-	131704698	131704775	NR_049890_refseq	0	0	1
MIR5705	NR_049891	chr4	-	88221646	88221735	NR_049891_refseq	0	0	1
MIR5706	NR_049892	chr5	+	118490331	118490411	NR_049892_refseq	0	0	1
MIR5707	NR_049893	chr7	+	158384307	158384388	NR_049893_refseq	0	0	1
MIR5708	NR_049894	chr8	+	81153623	81153708	NR_049894_refseq	0	0	1
MIR571	NR_030297	chr4	+	343945	344041	NR_030297_refseq	0	0	1
MIR572	NR_030298	chr4	+	11370450	11370545	NR_030298_refseq	0	0	1
MIR573	NR_030299	chr4	-	24521814	24521913	NR_030299_refseq	0	0	1
MIR5739	NR_106713	chr22	+	28855856	28855936	NR_106713_refseq	0	0	1
MIR574	NR_030300	chr4	+	38869652	38869748	NR_030300_refseq	0	0	1
MIR575	NR_030301	chr4	-	83674489	83674583	NR_030301_refseq	0	0	1
MIR577	NR_030303	chr4	+	115577914	115578010	NR_030303_refseq	0	0	1
MIR578	NR_030304	chr4	+	166307393	166307489	NR_030304_refseq	0	0	1
MIR5787	NR_106714	chr3	+	50264867	50264922	NR_106714_refseq	0	0	1
MIR579	NR_030305	chr5	-	32394483	32394581	NR_030305_refseq	0	0	1
MIR580	NR_030306	chr5	-	36147993	36148090	NR_030306_refseq	0	0	1
MIR581	NR_030307	chr5	-	53247333	53247429	NR_030307_refseq	0	0	1
MIR583	NR_030309	chr5	+	95414841	95414916	NR_030309_refseq	0	0	1
MIR585	NR_030311	chr5	-	168690604	168690698	NR_030311_refseq	0	0	1
MIR586	NR_030313	chr6	-	45165410	45165507	NR_030313_refseq	0	0	1
MIR587	NR_030314	chr6	+	107231999	107232095	NR_030314_refseq	0	0	1
MIR588	NR_030316	chr6	+	126805776	126805859	NR_030316_refseq	0	0	1
MIR589	NR_030318	chr7	-	5535449	5535548	NR_030318_refseq	0	0	1
MIR590	NR_030321	chr7	+	73605527	73605624	NR_030321_refseq	0	0	1
MIR591	NR_030322	chr7	-	95848973	95849068	NR_030322_refseq	0	0	1
MIR592	NR_030323	chr7	-	126698141	126698238	NR_030323_refseq	0	0	1
MIR593	NR_030324	chr7	+	127721912	127722012	NR_030324_refseq	0	0	1
MIR595	NR_030325	chr7	-	158325409	158325505	NR_030325_refseq	0	0	1
MIR596	NR_030326	chr8	+	1765396	1765473	NR_030326_refseq	0	0	1
MIR597	NR_030327	chr8	+	9599181	9599278	NR_030327_refseq	0	0	1
MIR598	NR_030328	chr8	-	10892715	10892812	NR_030328_refseq	0	0	1
MIR599	NR_030329	chr8	-	100548863	100548958	NR_030329_refseq	0	0	1
MIR600	NR_030331	chr9	-	125873824	125873922	NR_030331_refseq	0	0	1
MIR600HG	NR_026677	chr9	-	125871772	125877756	NR_026677_refseq	0.547944	0.645446	0.910972062
MIR601	NR_030332	chr9	-	126164803	126164882	NR_030332_refseq	0	0	1
MIR602	NR_030333	chr9	+	140732870	140732968	NR_030333_refseq	0	0	1
MIR603	NR_030334	chr10	+	24564613	24564710	NR_030334_refseq	0	0	1
MIR604	NR_030335	chr10	-	29833932	29834026	NR_030335_refseq	0	0	1
MIR605	NR_030336	chr10	+	53059332	53059415	NR_030336_refseq	0	0	1
MIR606	NR_030337	chr10	+	77312215	77312311	NR_030337_refseq	0	0	1
MIR6068	NR_106716	chr1	-	63792595	63792655	NR_106716_refseq	0	0	1
MIR6069	NR_106717	chr22	-	35732713	35732792	NR_106717_refseq	0	0	1
MIR607	NR_030338	chr10	-	98588425	98588521	NR_030338_refseq	0	0	1
MIR6070	NR_106718	chr21	-	45029767	45029870	NR_106718_refseq	0	0	1
MIR6071	NR_106719	chr2	-	86010722	86010800	NR_106719_refseq	0	0	1
MIR6072	NR_106720	chr10	-	2118212	2118283	NR_106720_refseq	0	0	1
MIR6073	NR_106721	chr11	-	15991078	15991167	NR_106721_refseq	0	0	1
MIR6074	NR_106722	chr12	-	66417399	66417506	NR_106722_refseq	0	0	1
MIR6075	NR_106723	chr5	-	1510876	1510971	NR_106723_refseq	0	0	1
MIR6076	NR_106724	chr14	+	50433116	50433229	NR_106724_refseq	0	0	1
MIR6077	NR_106967	chr1	+	143672920	143673002	NR_106967_refseq	0	0	1
MIR6077	NR_106967	chr1	+	147860433	147860515	NR_106967_refseq	0	0	1
MIR6078	NR_106726	chr10	+	4033351	4033451	NR_106726_refseq	0	0	1
MIR6079	NR_106727	chr1	+	44304293	44304355	NR_106727_refseq	0	0	1
MIR608	NR_030339	chr10	+	102734741	102734841	NR_030339_refseq	0	0	1
MIR6080	NR_106728	chr17	+	62776876	62776942	NR_106728_refseq	0	0	1
MIR6081	NR_106729	chr9	+	97827631	97827728	NR_106729_refseq	0	0	1
MIR6082	NR_106730	chr4	+	172107334	172107443	NR_106730_refseq	0	0	1
MIR6083	NR_106731	chr3	+	124093178	124093284	NR_106731_refseq	0	0	1
MIR6084	NR_106732	chr1	+	20960171	20960281	NR_106732_refseq	0	0	1
MIR6085	NR_106733	chr15	+	62635227	62635337	NR_106733_refseq	0	0	1
MIR6086	NR_106734	chrX	+	13608410	13608465	NR_106734_refseq	0	0	1
MIR6087	NR_106735	chrX	+	108297771	108297820	NR_106735_refseq	0	0	1
MIR6088	NR_106736	chr19	+	45939911	45939962	NR_106736_refseq	0	0	1
MIR609	NR_030340	chr10	-	105978546	105978641	NR_030340_refseq	0	0	1
MIR6090	NR_106738	chr11	+	128392284	128392344	NR_106738_refseq	0	0	1
MIR610	NR_030341	chr11	+	28078361	28078457	NR_030341_refseq	0	0	1
MIR611	NR_030342	chr11	-	61559966	61560033	NR_030342_refseq	0	0	1
MIR612	NR_030343	chr11	+	65211928	65212028	NR_030343_refseq	12.4992225	11.3484425	0.884715123
MIR6124	NR_106739	chr11	+	12185229	12185314	NR_106739_refseq	0	0	1
MIR6125	NR_106740	chr12	+	62654139	62654235	NR_106740_refseq	0	0	1
MIR6126	NR_106741	chr16	-	3535380	3535469	NR_106741_refseq	0	0	1
MIR6127	NR_106742	chr1	-	22959750	22959859	NR_106742_refseq	0	0	1
MIR6128	NR_106743	chr11	+	56511348	56511457	NR_106743_refseq	0	0	1
MIR6129	NR_106745	chr17	-	47365707	47365816	NR_106745_refseq	0	0	1
MIR613	NR_030344	chr12	+	12917582	12917677	NR_030344_refseq	0	0	1
MIR6130	NR_106746	chr9	-	76368039	77204569	NR_106746_refseq	0	0	1
MIR6131	NR_106747	chr5	+	10478148	10478257	NR_106747_refseq	0	0	1
MIR6132	NR_106748	chr7	+	116660264	116660373	NR_106748_refseq	0	0	1
MIR6133	NR_106749	chr7	+	132975634	132975742	NR_106749_refseq	0	0	1
MIR6134	NR_106750	chrX	-	28513671	28513780	NR_106750_refseq	0	0	1
MIR614	NR_030345	chr12	+	13068762	13068852	NR_030345_refseq	0	0	1
MIR615	NR_030753	chr12	+	54427733	54427829	NR_030753_refseq	0	0	1
MIR616	NR_030346	chr12	-	57912947	57913042	NR_030346_refseq	0	0	1
MIR6165	NR_106751	chr17	+	47588178	47588262	NR_106751_refseq	0	0	1
MIR617	NR_030348	chr12	-	81226311	81226408	NR_030348_refseq	0	0	1
MIR618	NR_030349	chr12	-	81329514	81329612	NR_030349_refseq	0	0	1
MIR619	NR_030350	chr12	-	109230683	109230782	NR_030350_refseq	0	0	1
MIR620	NR_030351	chr12	-	116586364	116586459	NR_030351_refseq	0	0	1
MIR621	NR_030352	chr13	+	41384901	41384997	NR_030352_refseq	0	0	1
MIR622	NR_030754	chr13	+	90883435	90883531	NR_030754_refseq	0	0	1
MIR623	NR_030353	chr13	+	100008384	100008482	NR_030353_refseq	0	0	1
MIR624	NR_030354	chr14	-	31483851	31483948	NR_030354_refseq	0	0	1
MIR625	NR_030355	chr14	+	65937819	65937904	NR_030355_refseq	0	0	1
MIR626	NR_030356	chr15	+	41983782	41983876	NR_030356_refseq	0	0	1
MIR627	NR_030357	chr15	-	42491767	42491864	NR_030357_refseq	0	0	1
MIR628	NR_030358	chr15	-	55665137	55665232	NR_030358_refseq	0	0	1
MIR629	NR_030714	chr15	-	70371710	70371807	NR_030714_refseq	0	0	1
MIR630	NR_030359	chr15	+	72879557	72879654	NR_030359_refseq	0	0	1
MIR631	NR_030360	chr15	-	75645951	75646026	NR_030360_refseq	0	0	1
MIR632	NR_030362	chr17	+	30677127	30677221	NR_030362_refseq	0	0	1
MIR633	NR_030363	chr17	+	61021575	61021673	NR_030363_refseq	0	0	1
MIR634	NR_030364	chr17	+	64783189	64783286	NR_030364_refseq	0	0	1
MIR635	NR_030365	chr17	-	66420591	66420689	NR_030365_refseq	0	0	1
MIR636	NR_030366	chr17	-	74732531	74732630	NR_030366_refseq	0	0	1
MIR637	NR_030367	chr19	-	3961411	3961510	NR_030367_refseq	0	0	1
MIR638	NR_030368	chr19	+	10829079	10829179	NR_030368_refseq	0	0	1
MIR639	NR_030369	chr19	+	14640354	14640452	NR_030369_refseq	0	0	1
MIR640	NR_030370	chr19	+	19545871	19545967	NR_030370_refseq	0	0	1
MIR641	NR_030371	chr19	-	40788449	40788548	NR_030371_refseq	0	0	1
MIR642A	NR_030372	chr19	+	46178185	46178282	NR_030372_refseq	0	0	1
MIR642B	NR_037512	chr19	-	46178189	46178266	NR_037512_refseq	0	0	1
MIR643	NR_030373	chr19	+	52785049	52785143	NR_030373_refseq	0	0	1
MIR644A	NR_030374	chr20	+	33054129	33054223	NR_030374_refseq	0	0	1
MIR645	NR_030375	chr20	+	49202322	49202416	NR_030375_refseq	0	0	1
MIR646	NR_030376	chr20	+	58883531	58883625	NR_030376_refseq	0	0	1
MIR646HG	NR_046099	chr20	+	58713547	58897314	NR_046099_refseq	1.5844295	1.0618955	0.63891346
MIR647	NR_030377	chr20	-	62573983	62574079	NR_030377_refseq	0	0	1
MIR648	NR_030378	chr22	-	18463633	18463727	NR_030378_refseq	0	0	1
MIR649	NR_030379	chr22	-	21388464	21388561	NR_030379_refseq	0	0	1
MIR6499	NR_106752	chr5	-	150901647	150901709	NR_106752_refseq	0	0	1
MIR650	NR_030755	chr22	+	23165269	23165365	NR_030755_refseq	0	0	1
MIR6500	NR_106754	chr1	+	51525689	51525775	NR_106754_refseq	0	0	1
MIR6501	NR_106756	chr21	+	34922967	34923034	NR_106756_refseq	0	0	1
MIR6502	NR_106757	chr12	+	66644861	66644937	NR_106757_refseq	0	0	1
MIR6503	NR_106758	chr11	-	60073143	60073172	NR_106758_refseq	0	0	1
MIR6504	NR_106759	chr16	+	81644952	81645013	NR_106759_refseq	0	0	1
MIR6505	NR_106760	chr12	+	48526579	48526650	NR_106760_refseq	0	0	1
MIR6506	NR_106761	chr16	-	15704886	15704952	NR_106761_refseq	0	0	1
MIR6507	NR_106762	chr10	-	100684255	100684325	NR_106762_refseq	0	0	1
MIR6508	NR_106763	chr21	+	40818935	40818995	NR_106763_refseq	0	0	1
MIR6509	NR_106764	chr7	-	134891746	134891830	NR_106764_refseq	0	0	1
MIR651	NR_030380	chrX	+	8095005	8095102	NR_030380_refseq	0	0	1
MIR6510	NR_106765	chr17	-	39673415	39673469	NR_106765_refseq	0	0	1
MIR6511A1	NR_106766	chr16	+	15019793	15019860	NR_106766_refseq	0	0	1
MIR6511A1	NR_106766	chr16	+	16462732	16462799	NR_106766_refseq	0	0	1
MIR6511A1	NR_106766	chr16	+	16418444	16418511	NR_106766_refseq	0	0	1
MIR6511A1	NR_106766	chr16	-	18437869	18437936	NR_106766_refseq	0	0	1
MIR6511A2	NR_106969	chr16	+	15019793	15019860	NR_106969_refseq	0	0	1
MIR6511A2	NR_106969	chr16	+	16418444	16418511	NR_106969_refseq	0	0	1
MIR6511A2	NR_106969	chr16	+	16462732	16462799	NR_106969_refseq	0	0	1
MIR6511A2	NR_106969	chr16	-	18437869	18437936	NR_106969_refseq	0	0	1
MIR6511A3	NR_106970	chr16	+	15019793	15019860	NR_106970_refseq	0	0	1
MIR6511A3	NR_106970	chr16	+	16462732	16462799	NR_106970_refseq	0	0	1
MIR6511A3	NR_106970	chr16	+	16418444	16418511	NR_106970_refseq	0	0	1
MIR6511A3	NR_106970	chr16	-	18437869	18437936	NR_106970_refseq	0	0	1
MIR6511A4	NR_106971	chr16	+	15019793	15019860	NR_106971_refseq	0	0	1
MIR6511A4	NR_106971	chr16	+	16462732	16462799	NR_106971_refseq	0	0	1
MIR6511A4	NR_106971	chr16	+	16418444	16418511	NR_106971_refseq	0	0	1
MIR6511A4	NR_106971	chr16	-	18437869	18437936	NR_106971_refseq	0	0	1
MIR6511B1	NR_106775	chr16	-	2156669	2156754	NR_106775_refseq	0	0	1
MIR6511B1	NR_106775	chr16	-	15227922	15228007	NR_106775_refseq	0	0	1
MIR6511B2	NR_106965	chr16	-	2156678	2156749	NR_106965_refseq	0	0	1
MIR6511B2	NR_106965	chr16	-	15227931	15228002	NR_106965_refseq	0	0	1
MIR6512	NR_106767	chr2	-	178178533	178178610	NR_106767_refseq	0	0	1
MIR6513	NR_106768	chr2	-	219144847	219144911	NR_106768_refseq	0	0	1
MIR6514	NR_106769	chr11	-	62560173	62560243	NR_106769_refseq	0	0	1
MIR6515	NR_106770	chr19	+	13051297	13051354	NR_106770_refseq	0	0	1
MIR6516	NR_106997	chr17	+	75085498	75085579	NR_106997_refseq	0	0	1
MIR652	NR_030381	chrX	+	109298556	109298654	NR_030381_refseq	0	0	1
MIR653	NR_030388	chr7	-	93112071	93112167	NR_030388_refseq	0	0	1
MIR654	NR_030390	chr14	+	101506555	101506636	NR_030390_refseq	0	0	1
MIR655	NR_030391	chr14	+	101515886	101515983	NR_030391_refseq	0	0	1
MIR656	NR_030392	chr14	+	101533060	101533138	NR_030392_refseq	0	0	1
MIR657	NR_030394	chr17	-	79099075	79099173	NR_030394_refseq	0	0	1
MIR658	NR_030395	chr22	-	38240278	38240378	NR_030395_refseq	0	0	1
MIR659	NR_030396	chr22	-	38243684	38243781	NR_030396_refseq	0	1.6758975	0.039588297
MIR660	NR_030397	chrX	+	49777848	49777945	NR_030397_refseq	0	0	1
MIR661	NR_030383	chr8	-	145019358	145019447	NR_030383_refseq	0	0	1
MIR662	NR_030384	chr16	+	820182	820277	NR_030384_refseq	0	0	1
MIR663A	NR_030386	chr20	-	26188821	26188914	NR_030386_refseq	0.4805635	0	0.251981012
MIR663AHG	NR_040095	chr20	-	26167654	26189869	NR_040095_refseq	0	0	1
MIR663B	NR_031608	chr2	-	133014538	133014653	NR_031608_refseq	0	0	1
MIR664A	NR_031705	chr1	-	220373883	220373961	NR_031705_refseq	0	0	1
MIR664B	NR_049842	chrX	+	153996870	153996931	NR_049842_refseq	0	0	1
MIR665	NR_030617	chr14	+	101341369	101341441	NR_030617_refseq	0	0	1
MIR668	NR_030408	chr14	+	101521594	101521660	NR_030408_refseq	0	0	1
MIR670	NR_031577	chr11	+	43581205	43581303	NR_031577_refseq	0	0	1
MIR671	NR_030407	chr7	+	150935506	150935624	NR_030407_refseq	0	0	1
MIR6715A	NR_106771	chr10	+	114059369	114059448	NR_106771_refseq	0	0	1
MIR6715B	NR_106772	chr10	-	114059369	114059446	NR_106772_refseq	0	0	1
MIR6716	NR_106773	chr11	+	118514717	118514797	NR_106773_refseq	0	0	1
MIR6717	NR_106774	chr14	-	21491472	21491545	NR_106774_refseq	0	0	1
MIR6718	NR_106776	chr18	+	3885352	3885432	NR_106776_refseq	0	0	1
MIR6719	NR_106777	chr19	-	40320355	40320442	NR_106777_refseq	0	0	1
MIR6720	NR_106778	chr6	-	1390548	1390646	NR_106778_refseq	0	0	1
MIR6721	NR_106779	chr6	-	32137806	32137893	NR_106779_refseq	0	0	1
MIR6722	NR_106780	chr9	-	139641344	139641422	NR_106780_refseq	0	0	1
MIR6723	NR_106781	chr1	-	567704	567793	NR_106781_refseq	0	0	1
MIR6726	NR_106784	chr1	-	1231489	1231550	NR_106784_refseq	0	0	1
MIR6727	NR_106785	chr1	-	1247881	1247946	NR_106785_refseq	0	0	1
MIR6728	NR_106786	chr1	-	8926560	8926649	NR_106786_refseq	0	0	1
MIR6729	NR_106787	chr1	+	12089214	12089279	NR_106787_refseq	0	0	1
MIR6731	NR_106789	chr1	-	25245835	25245907	NR_106789_refseq	0	0	1
MIR6732	NR_106790	chr1	+	37945830	37945890	NR_106790_refseq	0	0	1
MIR6733	NR_106791	chr1	-	43637322	43637383	NR_106791_refseq	0	0	1
MIR6734	NR_106792	chr1	-	43830318	43830386	NR_106792_refseq	9.735752	0	0.018362072
MIR6735	NR_106793	chr1	+	43914209	43914282	NR_106793_refseq	0	0	1
MIR6736	NR_106794	chr1	+	145584422	145584481	NR_106794_refseq	0	0	1
MIR6737	NR_106795	chr1	-	153934826	153934896	NR_106795_refseq	0	0	1
MIR6738	NR_106796	chr1	-	155921063	155921127	NR_106796_refseq	0	0	1
MIR6739	NR_106797	chr1	+	201832500	201832575	NR_106797_refseq	0	0	1
MIR6740	NR_106798	chr1	+	201972251	201972364	NR_106798_refseq	0	0	1
MIR6741	NR_106799	chr1	-	226109779	226109842	NR_106799_refseq	0	0	1
MIR6742	NR_106800	chr1	-	228584748	228584810	NR_106800_refseq	0	0	1
MIR6743	NR_106801	chr11	+	209335	209406	NR_106801_refseq	0	0	1
MIR6744	NR_106802	chr11	+	1277834	1277900	NR_106802_refseq	0	0	1
MIR6745	NR_106803	chr11	-	47201161	47201288	NR_106803_refseq	0	0	1
MIR6746	NR_106804	chr11	-	61645687	61645750	NR_106804_refseq	0	0	1
MIR6747	NR_106805	chr11	-	62334482	62334543	NR_106805_refseq	0	0	1
MIR6748	NR_106806	chr11	+	62557286	62557357	NR_106806_refseq	6.934238	0	0.023062911
MIR6749	NR_106807	chr11	-	64669858	64669927	NR_106807_refseq	0	0	1
MIR675	NR_030533	chr11	-	2017988	2018061	NR_030533_refseq	0	0	1
MIR6750	NR_106808	chr11	-	64665834	64665909	NR_106808_refseq	0	0	1
MIR6751	NR_106809	chr11	-	64897387	64897450	NR_106809_refseq	0	0	1
MIR6752	NR_106810	chr11	+	67257715	67257786	NR_106810_refseq	0	0	1
MIR6753	NR_106811	chr11	+	67812260	67812424	NR_106811_refseq	0	0	1
MIR6754	NR_106812	chr11	+	71184548	71184614	NR_106812_refseq	0	0	1
MIR6755	NR_106813	chr11	+	85989374	85989440	NR_106813_refseq	0	0	1
MIR6756	NR_106814	chr11	-	119183659	119183722	NR_106814_refseq	0	0	1
MIR6757	NR_106815	chr12	+	53450727	53450796	NR_106815_refseq	0	0	1
MIR6758	NR_106816	chr12	+	57906470	57906533	NR_106816_refseq	0	0	1
MIR6759	NR_106817	chr12	-	58142400	58142465	NR_106817_refseq	0.013997	1.2247555	0.086709782
MIR676	NR_037494	chrX	+	69242706	69242773	NR_037494_refseq	0	0	1
MIR6760	NR_106818	chr12	+	111741945	111742013	NR_106818_refseq	0	0	1
MIR6761	NR_106819	chr12	+	112237637	112237709	NR_106819_refseq	0	0	1
MIR6762	NR_106820	chr12	+	113729327	113729413	NR_106820_refseq	0	0	1
MIR6763	NR_106821	chr12	+	133158582	133158647	NR_106821_refseq	0	0	1
MIR6764	NR_106822	chr14	+	100743693	100743754	NR_106822_refseq	0	0	1
MIR6765	NR_106823	chr14	-	105617114	105617201	NR_106823_refseq	0	0	1
MIR6766	NR_106824	chr15	-	89869969	89870041	NR_106824_refseq	0	0	1
MIR6767	NR_106825	chr16	+	2495392	2495458	NR_106825_refseq	0	0	1
MIR6768	NR_106826	chr16	+	2513967	2514039	NR_106826_refseq	0	0	1
MIR6769A	NR_106827	chr16	+	4721318	4721391	NR_106827_refseq	0	0	1
MIR6769B	NR_106919	chr1	+	206648145	206648207	NR_106919_refseq	0	0	1
MIR6770-1	NR_106828	chr16	+	15024676	15024736	NR_106828_refseq	0	0	1
MIR6770-1	NR_106828	chr16	+	16423161	16423221	NR_106828_refseq	0	0	1
MIR6770-1	NR_106828	chr16	-	18473207	18473267	NR_106828_refseq	0	0	1
MIR6770-2	NR_107060	chr16	+	15024676	15024736	NR_107060_refseq	0	0	1
MIR6770-2	NR_107060	chr16	+	16423161	16423221	NR_107060_refseq	0	0	1
MIR6770-2	NR_107060	chr16	-	18473207	18473267	NR_107060_refseq	0	0	1
MIR6770-3	NR_107061	chr16	+	15024676	15024736	NR_107061_refseq	0	0	1
MIR6770-3	NR_107061	chr16	+	16423161	16423221	NR_107061_refseq	0	0	1
MIR6770-3	NR_107061	chr16	-	18473207	18473267	NR_107061_refseq	0	0	1
MIR6771	NR_106829	chr16	+	50326526	50326586	NR_106829_refseq	0	0	1
MIR6772	NR_106830	chr16	-	57806200	57806264	NR_106830_refseq	0	0	1
MIR6773	NR_106831	chr16	-	68267328	68267402	NR_106831_refseq	0	0	1
MIR6774	NR_106832	chr16	+	85951952	85952022	NR_106832_refseq	0	0	1
MIR6775	NR_106833	chr16	-	87868197	87868266	NR_106833_refseq	0	0	1
MIR6776	NR_106834	chr17	-	2596154	2596213	NR_106834_refseq	0	0	1
MIR6777	NR_106835	chr17	-	17716793	17716859	NR_106835_refseq	0	0	1
MIR6778	NR_106836	chr17	-	18244127	18244200	NR_106836_refseq	0	0	1
MIR6779	NR_106837	chr17	+	37071231	37071295	NR_106837_refseq	0	0	1
MIR6780A	NR_106838	chr17	-	40860101	40860169	NR_106838_refseq	0	0	1
MIR6780B	NR_106894	chr6	+	43402279	43402358	NR_106894_refseq	0	0	1
MIR6781	NR_106839	chr17	-	40975897	40975961	NR_106839_refseq	0	0	1
MIR6782	NR_106840	chr17	-	42285138	42285207	NR_106840_refseq	0	0	1
MIR6783	NR_106841	chr17	-	43011985	43012049	NR_106841_refseq	0	0	1
MIR6784	NR_106842	chr17	-	43191734	43191801	NR_106842_refseq	0	0	1
MIR6785	NR_106843	chr17	+	73494628	73494709	NR_106843_refseq	0	0	1
MIR6786	NR_106844	chr17	+	79660786	79660899	NR_106844_refseq	0	0	1
MIR6787	NR_106845	chr17	+	80194543	80194604	NR_106845_refseq	0	0	1
MIR6788	NR_106846	chr18	-	10759581	10759647	NR_106846_refseq	0	0	1
MIR6789	NR_106847	chr19	-	2235827	2235925	NR_106847_refseq	0	0	1
MIR6790	NR_106848	chr19	-	6392931	6392994	NR_106848_refseq	0	0	1
MIR6791	NR_106849	chr19	-	6736722	6736789	NR_106849_refseq	0	0	1
MIR6792	NR_106850	chr19	+	7682324	7682391	NR_106850_refseq	0	0	1
MIR6793	NR_106851	chr19	+	10939648	10939711	NR_106851_refseq	0	0	1
MIR6794	NR_106852	chr19	+	12963073	12963141	NR_106852_refseq	0	0	1
MIR6795	NR_106853	chr19	-	15290093	15290161	NR_106853_refseq	0	0	1
MIR6796	NR_106854	chr19	+	40875752	40875814	NR_106854_refseq	0	0	1
MIR6797	NR_106855	chr19	+	42373696	42373768	NR_106855_refseq	0	0	1
MIR6798	NR_106856	chr19	+	49513162	49513229	NR_106856_refseq	0	0	1
MIR6799	NR_106857	chr19	+	50295122	50295191	NR_106857_refseq	0	0	1
MIR6800	NR_106858	chr19	+	50335274	50335356	NR_106858_refseq	0	0	1
MIR6801	NR_106859	chr19	+	52725272	52725351	NR_106859_refseq	0	0	1
MIR6802	NR_106860	chr19	-	55751279	55751344	NR_106860_refseq	0	0	1
MIR6803	NR_106861	chr19	-	55756553	55756618	NR_106861_refseq	0	0	1
MIR6804	NR_106862	chr19	-	55742252	55742320	NR_106862_refseq	0	0	1
MIR6805	NR_106863	chr19	+	55899548	55899610	NR_106863_refseq	0	0	1
MIR6806	NR_106864	chr19	+	58846053	58846117	NR_106864_refseq	0	0	1
MIR6807	NR_106865	chr19	+	59061651	59061743	NR_106865_refseq	0	0	1
MIR6808	NR_106866	chr1	-	1275029	1275088	NR_106866_refseq	0	0	1
MIR6809	NR_106867	chr2	-	218765235	218765351	NR_106867_refseq	0	0	1
MIR6810	NR_106868	chr2	+	219206633	219206703	NR_106868_refseq	0	0	1
MIR6811	NR_106869	chr2	+	238419573	238419631	NR_106869_refseq	0	0	1
MIR6812	NR_106870	chr20	+	44054149	44054213	NR_106870_refseq	0	0	1
MIR6813	NR_106871	chr20	-	62708307	62708363	NR_106871_refseq	0	0	1
MIR6814	NR_106872	chr21	-	43166931	43167001	NR_106872_refseq	0	0	1
MIR6815	NR_106873	chr21	+	46898179	46898240	NR_106873_refseq	0	0	1
MIR6816	NR_106874	chr22	-	20102208	20102274	NR_106874_refseq	0	0	1
MIR6817	NR_106875	chr22	+	25851612	25851678	NR_106875_refseq	0	0	1
MIR6818	NR_106876	chr22	+	30403037	30403102	NR_106876_refseq	0	0	1
MIR6819	NR_106877	chr22	-	36682892	36682953	NR_106877_refseq	0	0	1
MIR6820	NR_106878	chr22	+	38363569	38363631	NR_106878_refseq	0	1.8545965	0.031076944
MIR6821	NR_106879	chr22	+	50356513	50356587	NR_106879_refseq	0	0	1
MIR6822	NR_106880	chr3	+	39179696	39179757	NR_106880_refseq	0	0	1
MIR6823	NR_106881	chr3	-	48587393	48587454	NR_106881_refseq	0	0	1
MIR6824	NR_106882	chr3	-	48671068	48671131	NR_106882_refseq	0	0	1
MIR6825	NR_106883	chr3	-	127294108	127294174	NR_106883_refseq	0	0	1
MIR6826	NR_106884	chr3	+	128990988	128991086	NR_106884_refseq	0	0	1
MIR6827	NR_106885	chr3	-	134086645	134086704	NR_106885_refseq	0	0	1
MIR6828	NR_106886	chr3	+	170140890	170140950	NR_106886_refseq	0	0	1
MIR6829	NR_106887	chr3	-	195609199	195609266	NR_106887_refseq	0	0	1
MIR6830	NR_106888	chr5	-	131553541	131553611	NR_106888_refseq	0	0	1
MIR6831	NR_106889	chr5	-	139943255	139943336	NR_106889_refseq	0	0	1
MIR6832	NR_106890	chr6	+	31601563	31601635	NR_106890_refseq	0	0	1
MIR6833	NR_106891	chr6	+	32147592	32147653	NR_106891_refseq	0	0	1
MIR6834	NR_106892	chr6	+	33258021	33258102	NR_106892_refseq	0	0	1
MIR6835	NR_106893	chr6	+	34208449	34208513	NR_106893_refseq	0	0	1
MIR6836	NR_106895	chr7	-	2297149	2297212	NR_106895_refseq	0	0	1
